zpid,GT,GT_bool,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
20032801,47,no,no,no,no,"The property in Los Angeles sold in more than 12 days, which exceeds the fast selling threshold for single houses in the area.","The property features several slow-selling discriminative words like 'thermador' and 'ensuite', indicating it may not have sold quickly despite its appealing renovations.","The property features slow-selling words like 'thermador' and 'ensuite', indicating it may not attract buyers quickly. Additionally, the market in Los Angeles is competitive, making a longer sale time likely."
32182990,62,yes,no,no,no,"The property was sold in more than 83 days, which exceeds the fast selling threshold for a single house in New York.","The property description mentions it needs minor work, which may deter buyers. Additionally, it lacks fast-selling keywords, indicating a potentially slower sale.","The property description indicates it needs minor work, which may deter buyers. Additionally, it lacks fast-selling keywords, suggesting a longer time on the market."
19946753,8,yes,no,no,no,"The property in Los Angeles was likely sold slowly, as the upper limit for fast selling is 12 days, and no time-on-market information is provided to suggest it sold within that timeframe.","The property is a large single house in Los Angeles, which typically sells quickly, but the description lacks fast-selling keywords and may indicate a longer market time.","The property is a single house in Los Angeles, which typically sells fast, but its age and extensive features may have contributed to a longer selling time."
2053887779,52,no,no,no,no,"The property is a new build with an April completion date, indicating it hasn't been sold yet. Therefore, we cannot assess the selling speed.","The property is a new build with no prior sales data, and the description lacks fast-selling keywords. It may take longer to sell despite its appealing features.","The property is a new construction in Los Angeles, which typically takes longer to sell. Additionally, the description lacks fast-selling keywords, indicating a slower market response."
31989996,214,no,no,no,no,"The property is a condo/townhouse in New York, which has a fast selling limit of 97 days. Without the time on market provided, we cannot determine if it sold fast.","The property is a 2-family condo in New York, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not sell quickly.","The property is a condo/townhouse in New York, which typically has a longer selling time. Given the description and attributes, it likely did not sell within the 97-day threshold."
4127133,45,no,no,no,yes,"The property sold in 45 days, which exceeds the 37-day limit for fast sales in Chicago for single houses. Therefore, it was not sold fast.","The property has a lot of features and amenities, but the age of the house (102 years) and the lack of fast-selling keywords suggest it may take longer to sell.","The property is a well-maintained 5 bed, 3 bath bungalow in a desirable Chicago neighborhood with features like tuckpointing and proximity to Metra, likely appealing to buyers, leading to a fast sale."
20380919,20,no,no,no,no,"The property in Los Angeles was sold, but the selling time exceeded the fast limit of 12 days for single houses, indicating it did not sell quickly.","The property is a new build with luxurious features, but it lacks fast-selling keywords and is in a competitive market, which may lead to a longer selling time.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords. It may take longer than the 12-day threshold."
19975398,32,no,no,no,yes,"The property is a single house in Los Angeles, which typically sells fast. However, without the actual time-on-market data, we cannot confirm it was sold fast.","The property description emphasizes elegance and location but lacks fast-selling keywords. Given the LA market, it likely took longer than 12 days to sell.","The property features appealing design elements and a desirable location near amenities, which likely contributed to a fast sale in Los Angeles, where the limit is 12 days."
20164446,16,no,no,no,no,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and mentions features that may not appeal to all buyers.","The property is a single house in Los Angeles, which typically sells fast, but its age (58 years) and lack of modern features may have contributed to a slower sale."
3872240,65,no,no,no,no,"The property was not sold fast as it is a condo in Chicago, where the upper limit for fast selling is 37 days. The actual time on market is not provided, but it is likely longer.","The property includes several slow-selling discriminative words like 'amenity' and 'sundeck', which may indicate it did not sell quickly in the Chicago market.","The property is located in Chicago and is a condo, which typically has a fast selling threshold of 37 days. However, the presence of slow-selling words like 'amenity' suggests it may not have sold quickly."
20389669,78,no,no,no,no,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. If it sold in more than 12 days, it is considered not sold fast.","The property is a single house in Los Angeles, which typically sells fast, but lacks fast-selling keywords and has a longer description, indicating it may not attract quick buyers.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and mentions a long age, suggesting it may not attract quick buyers."
117615150,77,yes,yes,no,no,"The property sold quickly, as condos in New York typically sell within 97 days. The description highlights desirable features and a growing neighborhood, likely attracting buyers.","The property is a condo in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is in New York and sold as a condo/townhouse. Given the average selling time of 97 days, if it took longer than that, it is considered slow-selling."
31947286,99,no,no,no,no,"The property is a condo/townhouse in New York, which has a fast selling limit of 97 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a condo in New York, and while it has appealing features, it may not have the fast-selling keywords. The average selling time is 97 days, and it may take longer.","The property is a 2-family home in Astoria, NY, which typically has a longer selling time. Given its age and the competitive market, it likely took longer than the average 83 days to sell."
3995593,40,no,no,no,no,"The property was likely sold over the 37-day limit for single houses in Chicago, indicating it did not sell fast.","The property is a fixer-upper with renovation needs, which typically leads to longer selling times. The age and condition suggest it may not sell quickly.","The property is a single family home in Chicago, and the description suggests it needs renovations, which typically leads to longer selling times. Thus, it likely sold slowly."
92345652,10,yes,no,no,no,"The property was sold in more than 20 days, which exceeds the fast selling threshold for condos in Los Angeles. Therefore, it was not sold fast.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the market conditions may not favor a quick sale.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords. Therefore, it likely did not sell quickly."
82878276,85,no,no,no,no,"The property was sold in Los Angeles, where the upper limit for condos is 20 days. If it took longer than that, it is considered not sold fast.","The property is located in Los Angeles and includes slow-selling keywords like 'centerpointe', which suggests it may not have sold quickly despite its appealing features.","The property is a condo in Los Angeles, which typically has a fast selling time of 20 days. However, the presence of slow-selling keywords like 'centerpointe' suggests it may not have sold quickly."
2055237835,84,no,no,yes,yes,"The property is a condo in Chicago, and while it is ready for immediate occupancy, the selling time is not provided. Without a specific TOM, we cannot determine if it sold fast.","The property is a new construction condo in Chicago, marketed for immediate occupancy, which typically attracts buyers quickly, aligning with fast-selling trends.","The property is a new construction condo in Chicago, marketed for immediate occupancy, which typically attracts buyers quickly. Its modern features and location also contribute to a fast sale."
20526982,44,no,no,no,no,"The property was likely sold slowly as the average selling time for condos in Los Angeles is 20 days, and no specific TOM was provided to indicate a faster sale.","The property is described as having potential and is located in a desirable area, but lacks fast-selling keywords. It may take longer to sell despite its appealing features.","The property is a condo in Los Angeles, which typically sells fast, but its age (54 years) and lack of fast-selling keywords suggest it may take longer to sell."
20460619,30,no,no,no,no,"The property in Los Angeles sold in more than 20 days, which exceeds the fast selling threshold for condos in this area.","The property is a 49-year-old condo in Los Angeles, which typically has a longer selling time. The description lacks urgency and appealing keywords that suggest a fast sale.","The property is a condo in Los Angeles, which typically sells fast, but the age of the building (49 years) and lack of fast-selling keywords suggest it may take longer to sell."
32372041,63,yes,no,no,no,"The property was sold in New York, where the upper limit for condos is 97 days. Without the TOM provided, we cannot determine if it sold fast or not.","The property is a condo/townhouse in New York and the description lacks fast-selling keywords. Given the average selling time of 97 days, it likely sold slower.","The property is a condo/townhouse in New York, which typically has a longer selling time. Given its size and age, it likely took longer than the average 97 days to sell."
19993578,35,no,no,no,no,"The property was sold in more than 20 days, which exceeds the fast selling threshold for condos in Los Angeles. Therefore, it was not sold fast.","The property is located in Los Angeles and is a condo. Given the description and attributes, it likely took longer than 20 days to sell, especially considering its age and market conditions.","The property is a condo in Los Angeles, which typically sells fast, but the age of the building (42 years) and lack of fast-selling keywords suggest it may not have sold quickly."
20468907,29,no,no,no,no,"The property was sold in Los Angeles, where the upper limit for condos is 20 days. If it took longer than that, it cannot be considered a fast sale.","The property is located in Brentwood, which is associated with slow-selling keywords. Additionally, it is a condo in Los Angeles, where the average selling time is 20 days.","The property is located in Los Angeles and is a condo/townhouse. Given the age and location, it likely took longer than 20 days to sell, especially with slow-selling keywords present."
19988078,73,no,no,no,no,"The property description does not provide the time-on-market, but given the competitive nature of Los Angeles real estate, a typical sale for condos is expected to be under 20 days. Without specific TOM data, I cannot confirm it sold fast.","The property was back on the market and had a price reduction, indicating it may not have sold quickly initially. Additionally, it is a condo in Los Angeles, which typically has a longer selling time.","The property was back on the market and had a price reduction, indicating potential issues. Additionally, it is a condo in Los Angeles, which typically sells fast, but the circumstances suggest a longer sale time."
2082242846,68,no,yes,yes,no,"The property sold in 30 days, which is within the 37-day limit for condos in Chicago, indicating a fast sale.","The property is a well-maintained townhome in a desirable area with modern updates and convenient access to transportation, which likely contributed to a fast sale.","The property is a condo/townhouse in Chicago and sold in an unspecified time. Given the competitive market, it likely took longer than 37 days to sell, indicating a slower sale."
20170570,15,no,no,no,yes,"The property in Los Angeles sold in more than 12 days, which exceeds the fast selling threshold for single houses in the area.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and may indicate a longer market time.","The property is a single house in Los Angeles, which typically sells fast. The description highlights recent remodeling and desirable features, likely attracting buyers quickly."
2055675104,265,no,yes,no,no,"The property sold quickly, likely within the 97-day limit for condos in New York, given its appealing features and location near public transport.","The property description lacks high-demand features and includes terms like 'offering plan' which may deter buyers. Additionally, it is a 72-year-old condo, which may affect its appeal.","The property description lacks fast-selling keywords and mentions conditions that may deter buyers. Additionally, the age of the condo may affect its appeal, leading to a longer selling time."
4134044,98,no,no,yes,yes,"The property was likely sold over the 37-day limit for Chicago single houses, indicating it did not sell fast despite its appealing features.","The property is described with appealing features and is located in a desirable area, which typically leads to a faster sale in Chicago.","The property is in a desirable location with appealing features like hardwood floors and granite countertops. The description uses positive language, suggesting it sold quickly in Chicago."
30740477,227,no,no,no,no,"The property was sold in New York, where the upper limit for a single house is 83 days. If it took longer than that, it is considered not sold fast.","The property is sold 'as is' with no guarantees on plumbing or electrical systems, which may deter buyers, leading to a longer time on market than the average for New York.","The property is sold 'as is' with no guarantees on plumbing or electrical systems, which may deter buyers, leading to a longer time on market than the average 83 days for single houses in NYC."
32340323,81,yes,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the TOM, I cannot determine if it sold within that timeframe.","The property is a single house in New York, and while it has appealing features, it may not have the fast-selling keywords that typically indicate a quick sale.","The property is a single house in New York, which typically has a longer selling time. Without fast-selling keywords, it likely took longer than the average 83 days to sell."
124437227,290,no,no,no,no,"The property is a condo in New York, which has a fast selling limit of 97 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a condo in New York, and while it has appealing features, it does not include any fast-selling keywords. Therefore, it likely sold slower than the average 83 days."
89888222,0,yes,no,yes,yes,"The property was sold in more than 37 days, which exceeds the fast-selling threshold for condos in Chicago.","The property has appealing features like a virtual tour, spacious layout, and low HOA, which are attractive in the Chicago market, likely contributing to a fast sale.","The property is a well-maintained condo in a desirable area of Chicago with appealing features like a walk-in closet and low HOA fees, likely contributing to a fast sale."
94718858,124,no,yes,no,no,"The property sold quickly as it is a condo in New York, which typically has a fast market. The upper limit for fast selling is 97 days, and this property likely sold within that timeframe.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely sold slower than the average 83 days.","The property is a condo in New York, and without any fast-selling keywords in the description, it likely took longer than the average 83 days to sell."
20610449,41,no,no,no,yes,"The property in Los Angeles sold in more than 12 days, which exceeds the fast selling threshold for single houses in the area.","The property has luxurious features and is located in a sought-after area, but it may take longer to sell due to its age and specific high-end amenities that appeal to a niche market.","The property features desirable amenities like an ADU and high walkability, appealing to buyers. Its luxurious design and location in Miracle Mile likely contributed to a fast sale."
60202367,50,no,no,no,yes,"The property was sold in more than 37 days, which exceeds the fast selling threshold for a condo in Chicago.","The property is a condo in Chicago, and while it has appealing features, it lacks fast-selling keywords. Therefore, it may not sell quickly.","The property is a 4 bed/3 bath condo in a desirable area of Chicago with appealing features like outdoor spaces and recent upgrades, likely contributing to a fast sale."
219693698,247,no,no,no,no,"The property is a condo in New York and sold in more than 83 days, which exceeds the fast selling threshold for this type of property.","The property is a high-end condo in a desirable area, but it lacks fast-selling keywords and may take longer than the average 83 days for New York single houses.","The property is a condo in New York, and while it has many appealing features, it does not contain any fast-selling keywords. Therefore, it likely sold slower than the average 83 days."
3848262,135,no,yes,no,yes,"The property was sold fast as it is a condo in Chicago, which has a fast selling threshold of 37 days. The description highlights desirable features and a prime location.","The property is located in a prime area with many amenities, but it includes slow-selling discriminative words like 'amenity' and 'doorperson', suggesting it may not sell quickly.","The condo is in a prime Gold Coast location, close to amenities and attractions, and features desirable upgrades. These factors likely contributed to a fast sale in Chicago."
32333118,85,no,no,no,no,"The property was sold in New York, where the upper limit for fast selling of a single house is 83 days. Without the exact days on market, we cannot confirm it was sold fast.","The property is a single house in New York, and while the description is appealing, it lacks fast-selling keywords. Given the age and size, it may take longer than 83 days to sell.","The property is a single house in New York, which typically has a longer selling time. Given its age and size, it likely took longer than the average 83 days to sell."
20450676,21,no,no,no,no,"The property in Los Angeles was likely sold slowly, as the upper limit for condos is 20 days, and the description suggests a complex investment opportunity that may take longer to sell.","The property is a 4plex in a high-demand area but lacks fast-selling keywords and has a complex nature, which may lead to a longer selling time than the 20-day threshold for condos in LA.","The property is a condo/townhouse in Los Angeles, which typically sells fast, but its age (72 years) and the need for extensive remodeling may have contributed to a slower sale."
20951630,12,yes,no,no,no,"The property type is a condo/townhouse in Los Angeles, which has a fast selling limit of 20 days. Without the TOM provided, we cannot determine if it sold fast.","The property includes terms like 'ADU' and 'investment opportunity', which are associated with slower sales in Los Angeles. Additionally, it has been on the market longer than 20 days.","The property is a condo/townhouse in Los Angeles, which typically sells fast, but the presence of slow-selling words like 'adu' suggests it may not have attracted quick interest."
65560119,52,no,yes,yes,yes,"The property was sold in less than 37 days, which is considered fast for a condo in Chicago. Its appealing features and prime location likely contributed to the quick sale.","The condo features modern renovations and is located in a desirable area with amenities, which typically attracts buyers quickly in Chicago.","The condo's appealing features, such as a modern renovation and prime location near attractions, likely contributed to a fast sale in Chicago, which is under the 37-day threshold."
19917561,3,yes,no,no,no,"The property was sold in Los Angeles, where the upper limit for fast selling is 12 days. The description does not provide the time on market, but it likely exceeded this limit.","The property is a single house in Los Angeles and sold in 50 days, which exceeds the fast selling limit of 12 days for this area, indicating a slower sale.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and mentions a long ownership period, suggesting slower market appeal."
32363347,103,no,no,no,no,"The property is a condo/townhouse in New York, which has a fast selling limit of 97 days. Without the TOM provided, we cannot determine if it sold within that timeframe.","The property is a condo/townhouse in New York, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not have sold quickly.","The property is a 2-bedroom townhome in New York, which typically has a longer selling time. Given the average TOM for condos/townhouses in NY is 97 days, it likely sold slower."
2057185758,349,no,yes,no,no,"The property is a condo in New York, and if it sold in 97 days or less, it qualifies as a fast sale. The description suggests it is appealing and well-located, likely contributing to a quicker sale.","The property is a condo in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than the 97-day threshold to sell."
19941680,110,no,no,no,no,"The property was likely sold slowly as the average selling time for single houses in Los Angeles is 12 days, and this property may have exceeded that timeframe.","The property is located in Los Angeles and has a high-end description with luxurious features, but it includes slow-selling words like 'ensuite' and 'cabinetry', indicating it may not sell fast.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and focuses on luxury features, suggesting a longer market time."
30724369,210,no,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the TOM, we cannot determine if it sold within that timeframe.","The property is a single house in New York and the description lacks fast-selling keywords. Given the average selling time of 83 days, it likely sold slower.","The property is a single house in New York, which typically sells within 83 days. However, the description lacks fast-selling keywords, indicating it may take longer to sell."
2079162439,27,yes,no,yes,yes,"The property was not sold fast as it is a condo in Chicago, where the upper limit for fast selling is 37 days. The actual time on market is not provided, but it likely exceeded this limit.","The property is a well-updated condo in a prime location near Magnificent Mile, featuring desirable amenities and modern finishes, which likely contributed to a fast sale.","The property is a well-updated condo in a prime location near Magnificent Mile, featuring desirable amenities and renovations, which likely contributed to a fast sale in Chicago."
29848115,94,yes,yes,yes,no,"The property sold in less than 97 days, which is considered fast for a condo in New York. Its desirable location and features likely contributed to the quick sale.","The property is located in a desirable area of The Bronx and features attractive amenities, which likely contributed to a fast sale despite being a condo in New York.","The property is a condo in New York and sold in an unspecified time. Given the average selling time for condos in NY is 97 days, it likely did not sell quickly."
20763121,87,no,no,no,no,"The property is a single house in Los Angeles, where the upper limit for fast selling is 12 days. The description does not provide the time on market, but it likely exceeded this limit.","The property is a single house in Los Angeles, which typically sells fast (12 days). However, the description lacks fast-selling keywords and may indicate a longer market time.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and highlights unique features that may not appeal to all buyers."
20580035,50,no,no,no,no,"In Los Angeles, single houses sell fast if under 12 days. The property description does not provide a TOM, but if it exceeded this limit, it is considered slow.","The property is located in Los Angeles and is a single house. Given the discriminative words indicating slow-selling characteristics, it likely took longer than 12 days to sell.","The property is located in Los Angeles and includes slow-selling discriminative words like 'leimert'. Given the market conditions, it likely took longer than 12 days to sell."
92426238,10,yes,no,no,yes,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. Without the TOM provided, we cannot determine if it sold within that timeframe.","The property description highlights luxury and convenience, but lacks fast-selling keywords. Additionally, the market in Los Angeles is competitive, making a longer selling time likely.","The property is a condo in Los Angeles, which typically sells fast. The description highlights luxury and convenience, appealing features that attract buyers quickly."
32297881,152,no,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the TOM, I cannot determine if it sold within that timeframe.","The property is a single house in New York, and while it has appealing features, it may not have the fast-selling keywords that indicate a quick sale. The TOM is likely longer than 83 days.","The property is a single house in New York, which typically has a longer selling time. Given the description and attributes, it likely did not sell within the 83-day threshold."
19946971,0,yes,no,no,no,"The property in Los Angeles sold slower than the 12-day threshold for single houses, indicating it did not sell fast despite its impressive features.","The property is a high-end single house in Los Angeles, but it includes several slow-selling discriminative words like 'cabinetry' and 'ensuite', indicating it may not sell quickly.","The property is a high-end single house in Los Angeles with extensive features, but it may take longer to sell due to its size and price point, exceeding the fast sale threshold of 12 days."
63090789,31,no,no,no,no,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the market may have influenced a slower sale.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks strong fast-selling keywords and may indicate a longer market time."
119916091,287,no,no,no,no,"The property was likely sold slower than the 97-day threshold for condos in New York, given its detailed description and amenities, which may have attracted more cautious buyers.","The property is a condo in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Given the average market time of 83 days for single houses, it likely sold slower."
3684306,45,no,no,yes,yes,"The property was likely sold with multiple offers, indicating high demand, but the description does not provide the exact time-on-market to determine if it was sold fast.","The property features numerous updates and is located in a desirable area, which likely contributed to its quick sale. The mention of multiple offers indicates high demand.","The property features numerous updates and is located in a desirable area, which likely contributed to its quick sale. The mention of multiple offers indicates high demand."
89330182,217,no,no,no,no,"The property was sold in New York, where the upper limit for condos is 97 days. Without the TOM, we cannot determine if it sold fast or not.","The property is a condo in New York, which typically has a longer selling time. The description lacks fast-selling keywords and includes a monthly assessment, which may deter buyers.","The property is a condo in New York, and while it has appealing features, it may not sell quickly due to the monthly assessment and the competitive market, leading to a longer time on market."
112078189,152,no,yes,no,no,"The property is a condo in New York, which has a fast selling threshold of 97 days. If it sold within this timeframe, it qualifies as sold fast.","The property is a condo in New York, which typically has a longer selling time. The description lacks fast-selling keywords and emphasizes features that may not appeal to all buyers.","The property is a condo in New York, which typically has a longer selling time. Given the amenities and features, it may attract buyers, but it likely won't sell quickly."
62009813,91,no,no,yes,yes,"The property is a condo in Chicago, and the upper limit for fast selling is 37 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property features extensive renovations, a desirable location near schools and parks, and modern amenities, which are appealing factors that likely contributed to a fast sale.","The property is a spacious, renovated condo in a desirable area of Chicago, featuring modern amenities and proximity to schools and parks, likely contributing to a fast sale."
3974666,14,yes,no,yes,yes,"The property was sold in more than 37 days, which exceeds the fast selling threshold for a single house in Chicago.","The property features extensive renovations and modern amenities, which are appealing to buyers. Additionally, the $7,500 grant for closing costs is a strong incentive, likely leading to a fast sale.","The property is a renovated single house in Chicago with desirable features and a competitive price, likely appealing to buyers, leading to a fast sale within the 37-day limit."
4118286,42,no,no,no,yes,"The property was likely sold over the 37-day limit for Chicago single houses, indicating it did not sell fast despite its appealing features.",The property has a lot of appealing features but lacks fast-selling keywords. It may take longer to sell despite its updates and spaciousness.,"The property features many desirable attributes and updates, which likely contributed to a fast sale in Chicago, where the average time on market for single houses is 37 days."
20458116,52,no,no,no,no,"The property in Los Angeles was sold as a single house, but the selling time is not provided. However, if it exceeded 12 days, it would not be considered fast.","The property features several slow-selling discriminative words like 'thermador' and 'cabinetry', indicating it may not have sold quickly despite its luxury appeal.","The property is a single house in Los Angeles, and while it has luxurious features, it includes slow-selling words like 'thermador' and 'cabinetry', indicating it may not sell quickly."
20805100,68,no,no,no,no,"The property in Los Angeles, a single house, was sold but the time-on-market is not provided. However, if it exceeded 12 days, it would not be considered a fast sale.","The property is located in Los Angeles, where single houses typically sell fast within 12 days. However, the description contains slow-selling words, indicating it may not have sold quickly.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and has a longer time-on-market expectation."
62011762,34,yes,no,yes,yes,"The property was likely sold slower than the 37-day threshold for condos in Chicago, given the detailed description and features that suggest a premium listing.","The property is located in a desirable area with appealing features and amenities, which likely contributed to a fast sale in the competitive Chicago condo market.","This condo in Chicago is likely to sell fast due to its desirable features like a corner unit, ample natural light, and a vibrant location, appealing to many buyers."
19879683,24,no,no,yes,no,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property features a modern design, extensive renovations, and desirable amenities, which are appealing in the Los Angeles market, likely contributing to a fast sale.","The property is a single house in Los Angeles, which typically sells fast, but the extensive description and features suggest it may take longer to find the right buyer."
20758980,47,no,no,no,no,"The property in Los Angeles, a single house, sold in more than 12 days, which exceeds the fast-selling threshold for the area.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the age of the house may deter buyers.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords. It may take longer due to its age and specific features."
4143291,170,no,no,no,no,"The property is a single house in Chicago, and the description does not provide a specific time-on-market. However, given the size and features, it likely took longer than 37 days to sell.","The property has features that may appeal to buyers, but the description lacks urgency and includes slow-selling keywords. Additionally, the age of the house may deter some buyers.","The property description highlights appealing features, but lacks fast-selling keywords. Given the Chicago market, it likely took longer than 37 days to sell."
20463403,126,no,no,no,no,"The property was likely sold slowly as the average selling time for condos in Los Angeles is 20 days, and no specific TOM is provided to indicate a faster sale.","The property is a condo/townhouse in Los Angeles, and while it has appealing features, it may not sell quickly due to its age and the presence of slow-selling keywords like 'adu'.","The property is a condo/townhouse in Los Angeles, which typically sells fast, but the age of the building (83 years) and the presence of potential issues may have contributed to a slower sale."
31961798,133,no,no,yes,yes,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. The time on market is not provided, but it likely exceeded this limit.","The property is described as 'move-in ready' and has appealing features like a finished basement and updated kitchen, which are attractive to buyers, suggesting a fast sale.","The property is described as 'move-in ready' with desirable features like a finished basement and updated kitchen, which likely attracted buyers quickly in New York's competitive market."
63789299,156,no,no,no,no,"The property was sold in more than 20 days, which exceeds the fast selling limit for condos in Los Angeles. Therefore, it was not sold fast.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks key fast-selling words and mentions a trust sale, indicating potential delays.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords. Additionally, the age and location may contribute to a longer selling time."
70469004,48,no,yes,no,no,"The property is a condo in Chicago and sold within the upper limit of 37 days, indicating a fast sale. Its desirable location and amenities likely contributed to this quick turnaround.","The property is described with several slow-selling discriminative words like 'amenity' and 'doorperson', which may indicate a longer time on the market despite its desirable features.","The property is located in Chicago and is a condo, which typically has a fast selling threshold of 37 days. However, the presence of slow-selling words like 'amenity' suggests it may not have sold quickly."
3700631,28,yes,yes,no,no,"The property is a condo in Chicago, and if it sold in 37 days or less, it qualifies as a fast sale. Given its luxury features and prime location, it likely attracted buyers quickly.","The property includes several slow-selling discriminative words like 'doorperson' and 'amenity', suggesting it may not attract buyers quickly despite its luxury features.","The property is a condo in Chicago, which typically has a fast selling threshold of 37 days. However, the presence of slow-selling words like 'doorperson' and 'amenity' suggests it may not have sold quickly."
62008230,45,no,no,yes,no,"The property was likely sold slower than the 37-day threshold for condos in Chicago, given the detailed description and amenities, which may indicate a longer market time.","The property is a well-appointed penthouse in a desirable Logan Square location with modern amenities and unobstructed views, which typically attracts buyers quickly in Chicago.","The property is a condo in Chicago, and while it has appealing features, it may not have the fast-selling keywords that typically indicate a quick sale. The average market time is 37 days."
20531508,10,yes,no,no,no,"The property is a single house in Los Angeles, which typically sells fast. However, without the time-on-market data, I cannot determine if it sold within the 12-day limit.","The property is located in Los Angeles and has attributes associated with slow-selling homes, such as 'roscomare' and 'cabinetry', indicating it may not have sold quickly.","The property is a single house in Los Angeles, and while it has appealing features, it includes slow-selling words like 'roscomare' and 'cabinetry', suggesting it may not sell quickly."
19992296,8,yes,no,no,no,"The property is located in Los Angeles, CA, where the upper limit for fast selling is 12 days. The description does not provide the time on market, but it is likely longer given the details.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and is lengthy, suggesting it may not have sold quickly.","The property is a single house in Los Angeles, and while it has many appealing features, it does not contain any fast-selling keywords. Therefore, it likely sold slower than the 12-day threshold."
4164818,45,no,no,no,no,"The property was likely sold over the 37-day limit for Chicago single houses, indicating it did not sell fast despite its appealing features.","The property includes slow-selling keywords like 'rehabbed' and lacks fast-selling terms. Additionally, the age of the house may deter some buyers, leading to a longer selling time.","The property is described as 'rehabbed', which is a term associated with slow-selling homes in Chicago. Additionally, the age of the house (77 years) may deter some buyers, leading to a longer time on market."
20548084,13,yes,no,no,no,"The property did not sell fast as it is a condo in Los Angeles, where the upper limit for fast selling is 20 days. The time on market exceeded this limit.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and mentions age, which may deter buyers.","The property is a condo in Los Angeles, which typically sells fast, but its age (45 years) and lack of fast-selling keywords suggest it may take longer to sell."
3866974,51,no,no,no,no,"The property was likely sold slower than the 37-day threshold for condos in Chicago, given the detailed description and amenities suggesting a competitive market.","The property is located in Streeterville and includes several slow-selling keywords like 'doorperson' and 'amenity', suggesting it may not have sold quickly.","The property is located in Streeterville, which is associated with slow-selling words. Despite its appealing features, it likely took longer than 37 days to sell."
32044317,97,no,no,no,no,"The property sold in New York, where the upper limit for a single house is 83 days. Without the exact time on market, we cannot confirm it sold fast.","The property is a large single house in New York, which typically takes longer to sell. The description lacks fast-selling keywords, indicating it may not have sold quickly.","The property is a large single house in New York, which typically has a longer selling time. Given its size and age, it likely took longer than the average 83 days to sell."
2069671724,69,no,no,yes,yes,"The property was likely sold slower than the 37-day threshold for condos in Chicago, given the extensive features and new construction, which may have attracted a more selective buyer.","The property is a newly constructed penthouse with high-end features and ample space, which are attractive selling points. It likely sold quickly in the competitive Chicago market.","The property is a newly constructed condo in a desirable Chicago neighborhood with high-end features, which typically attracts buyers quickly, likely resulting in a fast sale."
